   1.743134000000000e+021 -0.280000 3.229629000000000e-004
   1.900354000000000e+022   9.363931000000001e-010
   1.985198000000000e+022   4.175754000000000e-009
   2.043555000000000e+022   6.963802000000000e-009
   2.091172000000000e+022   9.412136000000001e-009
   2.124812000000000e+022   1.147438000000000e-008
   2.169475000000000e+022   1.372420000000000e-008
   2.222383000000000e+022   1.602962000000000e-008
   2.278571000000000e+022   1.824049000000000e-008
   2.338315000000000e+022   2.035597000000000e-008
   2.406535000000000e+022   2.248171000000000e-008
   2.472046000000000e+022   2.444499000000000e-008
   2.536298000000000e+022   2.632820000000000e-008
   2.589327000000000e+022   2.801862000000000e-008
   2.629763000000000e+022   2.953839000000000e-008
   2.664493000000000e+022   3.100913000000000e-008
   2.692059000000000e+022   3.238987000000000e-008
   2.717719000000000e+022   3.372582000000000e-008
   2.746404000000000e+022   3.505169000000000e-008
   2.785162000000000e+022   3.644718000000000e-008
   2.829416000000000e+022   3.783699000000000e-008
   2.872496000000000e+022   3.914320000000000e-008
   2.913730000000000e+022   4.040491000000000e-008
   2.952062000000000e+022   4.166234000000000e-008
   2.978162000000000e+022   4.281080000000000e-008
   2.995202000000000e+022   4.391055000000000e-008
   3.005800000000000e+022   4.498170000000000e-008
   3.016528000000000e+022   4.608971000000000e-008
   3.026520000000000e+022   4.716030000000000e-008
   3.041037000000000e+022   4.824243000000000e-008
   3.061031000000000e+022   4.933644000000000e-008
   3.085377000000000e+022   5.043547000000000e-008
   3.109678000000000e+022   5.148937000000000e-008
   3.132932000000000e+022   5.253076000000000e-008
   3.152790000000000e+022   5.355654000000000e-008
   3.168394000000000e+022   5.456819000000000e-008
   3.180359000000000e+022   5.556962000000000e-008
   3.189136000000000e+022   5.652961000000000e-008
   3.198985000000000e+022   5.752731000000000e-008
   3.208351000000000e+022   5.849363000000000e-008
   3.218795000000000e+022   5.949850000000000e-008
   3.226489000000000e+022   6.046639000000001e-008
   3.230235000000000e+022   6.142652000000000e-008
   3.228497000000000e+022   6.237740000000000e-008
   3.220702000000000e+022   6.328466999999999e-008
   3.210160000000000e+022   6.422432000000000e-008
   3.199389000000000e+022   6.517030000000000e-008
   3.191821000000000e+022   6.612630000000000e-008
   3.190054000000000e+022   6.709341000000000e-008
   3.194534000000000e+022   6.803364000000000e-008
   3.205466000000000e+022   6.901098000000000e-008
   3.220039000000000e+022   6.994939000000000e-008
   3.236716000000000e+022   7.091180000000000e-008
   3.252766000000000e+022   7.182494000000000e-008
   3.267201000000000e+022   7.272228000000000e-008
   3.279216000000000e+022   7.364282000000000e-008
   3.287506000000000e+022   7.455453999999999e-008
   3.290861000000000e+022   7.545630000000000e-008
   3.288346000000000e+022   7.638255000000000e-008
   3.279030000000000e+022   7.729554000000000e-008
   3.263251000000000e+022   7.815591000000001e-008
   3.243315000000000e+022   7.903716000000001e-008
   3.222399000000000e+022   7.994874000000001e-008
   3.203971000000000e+022   8.086003000000000e-008
   3.191146000000000e+022   8.180672000000000e-008
   3.185419000000000e+022   8.271326999999999e-008
   3.187149000000000e+022   8.364512000000000e-008
   3.194780000000000e+022   8.456260000000001e-008
   3.205839000000000e+022   8.549657000000000e-008
   3.217081000000000e+022   8.636994000000001e-008
   3.225721000000000e+022   8.725353000000000e-008
   3.229590000000000e+022   8.814983999999999e-008
   3.227673000000000e+022   8.906000000000000e-008
   3.220226000000000e+022   8.994624000000000e-008
   3.208531000000000e+022   9.080801999999999e-008
   3.194436000000000e+022   9.168679999999999e-008
   3.179708000000000e+022   9.258718999999999e-008
   3.165745000000000e+022   9.350975000000000e-008
