200
2.055475 0.067104
1.994950 0.068236
1.934425 0.067588
1.873900 0.066509
1.813375 0.065410
1.752850 0.064435
1.692325 0.063171
1.631800 0.062433
1.571275 0.061154
1.510750 0.060797
1.450225 0.060278
1.389700 0.059585
1.329175 0.058653
1.268650 0.057582
1.208125 0.056389
1.147600 0.055068
1.087075 0.053623
1.026550 0.052066
0.966025 0.050423
0.905500 0.048708
0.844975 0.046919
0.784450 0.045053
0.723925 0.043103
0.663400 0.041080
0.602875 0.038985
0.542350 0.036813
0.481825 0.034558
0.421300 0.032215
0.360775 0.029778
0.300250 0.027236
0.239725 0.024581
0.179200 0.021806
0.118675 0.018907
0.058150 0.015878
-0.002375 0.012706
-0.062900 0.009381
-0.123425 0.005877
-0.183950 0.002186
-0.244475 -0.001701
-0.305000 -0.005796
-0.365525 -0.010110
-0.426050 -0.014657
-0.486575 -0.019448
-0.547100 -0.024495
-0.607625 -0.029809
-0.668150 -0.035394
-0.728675 -0.041239
-0.789200 -0.047345
-0.849725 -0.053726
-0.910250 -0.060373
-0.970775 -0.067290
-1.031300 -0.074469
-1.091825 -0.081894
-1.152350 -0.089549
-1.212875 -0.097424
-1.273400 -0.105497
-1.333925 -0.113760
-1.394450 -0.122238
-1.454975 -0.131011
-1.515500 -0.140104
-1.576025 -0.149507
-1.636550 -0.159208
-1.697075 -0.169244
-1.757600 -0.179598
-1.818125 -0.190279
-1.878650 -0.201282
-1.939175 -0.212590
-1.999700 -0.224169
-2.060225 -0.236040
-2.120750 -0.248212
-2.181275 -0.260682
-2.241800 -0.273434
-2.302325 -0.286491
-2.362850 -0.299804
-2.423375 -0.313422
-2.483900 -0.327340
-2.544425 -0.341548
-2.604950 -0.356051
-2.665475 -0.370862
-2.726000 -0.385973
-2.786525 -0.401364
-2.847050 -0.417029
-2.907575 -0.432989
-2.968100 -0.449189
-3.028625 -0.465599
-3.089150 -0.482180
-3.149675 -0.498875
-3.210200 -0.515580
-3.270725 -0.532133
-3.331250 -0.548285
-3.391775 -0.563716
-3.452300 -0.578091
-3.512825 -0.591125
-3.573350 -0.602568
-3.633875 -0.612404
-3.694400 -0.620676
-3.754925 -0.627504
-3.815450 -0.633062
-3.875975 -0.637614
-3.936500 -0.641377
-3.997025 -0.644620
-4.057550 -0.647503
-4.118075 -0.650096
-4.178600 -0.652439
-4.239125 -0.654583
-4.299650 -0.656525
-4.360175 -0.658248
-4.420700 -0.659875
-4.481225 -0.661436
-4.541750 -0.662907
-4.602275 -0.664284
-4.662800 -0.665649
-4.723325 -0.666941
-4.783850 -0.668182
-4.844375 -0.669327
-4.904900 -0.670350
-4.965425 -0.671329
-5.025950 -0.672317
-5.086475 -0.673326
-5.147000 -0.674275
-5.207525 -0.675255
-5.268050 -0.676204
-5.328575 -0.677110
-5.389100 -0.677937
-5.449625 -0.678695
-5.510150 -0.679456
-5.570675 -0.680242
-5.631200 -0.681119
-5.691725 -0.682013
-5.752250 -0.682849
-5.812775 -0.683558
-5.873300 -0.684165
-5.933825 -0.684710
-5.994350 -0.685218
-6.054875 -0.685570
-6.115400 -0.685878
-6.175925 -0.686268
-6.236450 -0.686662
-6.296975 -0.687042
-6.357500 -0.687403
-6.418025 -0.687776
-6.478550 -0.688108
-6.539075 -0.688533
-6.599600 -0.688837
-6.660125 -0.689124
-6.720650 -0.689440
-6.781175 -0.689798
-6.841700 -0.690177
-6.902225 -0.690597
-6.962750 -0.690978
-7.023275 -0.691458
-7.083800 -0.692065
-7.144325 -0.692740
-7.204850 -0.693499
-7.265375 -0.694313
-7.325900 -0.695111
-7.386425 -0.695644
-7.446950 -0.695961
-7.507475 -0.696117
-7.568000 -0.696316
-7.628525 -0.696576
-7.689050 -0.696863
-7.749575 -0.697157
-7.810100 -0.697414
-7.870625 -0.697575
-7.931150 -0.697568
-7.991675 -0.697427
-8.052200 -0.697334
-8.112725 -0.697282
-8.173250 -0.697278
-8.233775 -0.697359
-8.294300 -0.697688
-8.354825 -0.697844
-8.415350 -0.697960
-8.475875 -0.698208
-8.536400 -0.698594
-8.596925 -0.699116
-8.657450 -0.699827
-8.717975 -0.700755
-8.778500 -0.701868
-8.839025 -0.703008
-8.899550 -0.704166
-8.960075 -0.704689
-9.020600 -0.704062
-9.081125 -0.702225
-9.141650 -0.700291
-9.202175 -0.697686
-9.262700 -0.694522
-9.323225 -0.691241
-9.383750 -0.688898
-9.444275 -0.686906
-9.504800 -0.687377
-9.565325 -0.687869
-9.625850 -0.688358
-9.686375 -0.688873
-9.746900 -0.689267
-9.807425 -0.688918
-9.867950 -0.690401
-9.928475 -0.696358
-9.989000 -0.707894
